x y
-1.1673896661847336 -40.099714092776026
-1.08271013583517 -19.151186943744296
-1.0634474671709435 -16.397237855177032
-1.061147964372214 -11.336124849361394
-0.9933602870729612 -19.188917598945043
-0.9903903687786912 -17.154748998817773
-0.9830507891777218 7.411393710345788
-0.9816680037110375 -17.616921116172932
-0.9588993574672133 -18.040406608637564
-0.9433726394443235 -14.418942872573352
-0.9425699688551203 -7.4490341875564745
-0.9353793409819124 -22.072915865059713
-0.9111415761904127 -9.933862956538576
-0.8964062124292849 -8.604931820386973
-0.887222342919499 -10.14680761664394
-0.8836480111718902 -22.03972330311909
-0.8824247678721382 -15.305048951328173
-0.8816323726801771 -18.42123723258583
-0.8749984595811973 -15.143742559913443
-0.8627632735343687 -13.974354735568378
-0.8469352314190495 -15.253854835353303
-0.8344656042342433 -8.441216772003832
-0.8282384289286778 -16.19301903424269
-0.8259267981383123 -9.347107973958812
-0.8106163374570607 -14.752326141407341
-0.8005932222888502 -17.515685245341658
-0.7881867516021781 -51.12103524976598
-0.7854929166151486 -13.631420472898276
-0.7779393752881752 -13.927320103452558
-0.7740044376381542 -47.96406532286267
-0.7703701857447471 -11.501164835125646
-0.7673331603838088 -7.1782319537752795
-0.7517381447004392 -16.8360476165211
-0.7456281633025146 -8.348961194560143
-0.744976648415113 -8.90439442652977
-0.7443623170360818 -4.5335033846499595
-0.7428728114965527 -15.526961663782608
-0.7326679190571368 -14.48428158239539
-0.7321651146026873 -3.245915602918636
-0.7301190070896407 -13.400989597148047
-0.7297980958051754 -9.667943817543126
-0.719177285136359 -25.976284952002956
-0.7163070126374619 -13.614113028735112
-0.7156571716713899 -8.327732361929023
-0.7112132796952924 -16.021444301968685
-0.6926509522133057 -14.815497535827351
-0.6795860093097158 -21.12762105988199
-0.670947253149605 8.63170551438344
-0.669142288136231 -10.70397737221884
-0.6609866474819476 -11.048124745661749
-0.6605393426536124 -2.389596046658035
-0.6603741570448527 -19.517244601022675
-0.6563516852453475 -10.495485873309804
-0.6533057900743039 -10.57160346004802
-0.637229242610323 -4.996901488899681
-0.6310639467895816 -14.251748680285871
-0.6230539035981508 -13.259497142564214
-0.6158037377820498 -20.11869686107447
-0.60572359431039 -7.497757011370777
-0.5854716051369133 -13.271447018895296
-0.5712049495715118 -8.072540665963373
-0.5595633719712299 -12.328832750435403
-0.5542993040529383 -8.222151411860779
-0.544129865834942 -8.968682882253617
-0.5425507952404471 -13.308850765383475
-0.5362865243410173 -26.52308168835664
-0.5339242689704903 -9.111410864706011
-0.5301155694554184 -10.470651165092093
-0.5245359649090605 -3.726572070640117
-0.5217492559848755 -8.105937214652787
-0.5167312370119824 -10.277742795357995
-0.5082927235494067 -18.035966213195785
-0.5065799262540207 -10.460085597552865
-0.4958928694870131 -15.061468024771639
-0.49232898460486924 -13.110180082181632
-0.48961917963341894 -11.53628254879105
-0.4817445139376599 -9.586061839458452
-0.4724002085154023 -10.02278931674997
-0.44365416385022427 -16.035914686299833
-0.4310128800583062 -8.962661653571592
-0.42629787052998913 -14.194515087224474
-0.42432968523588427 -13.576738140984494
-0.4242810387801589 -11.55861063259764
-0.41110353978542125 -9.270583831255895
-0.4018688762696385 -10.86676522502941
-0.3975988302581264 -2.275366112024326
-0.39656902462199795 -9.81323208905459
-0.39408462031048136 -10.131643058793143
-0.38281846674265296 -54.79177713137634
-0.3777465812595101 -8.039665134809123
-0.376664057889732 -6.659245382999409
-0.37449476586335295 -0.4279966085321032
-0.368619098894947 -15.006752114718896
-0.3551812272108752 -4.1606820949436205
-0.3512904544481329 -12.26866628816937
-0.3486120590581018 -13.34139551901077
-0.34754601458013173 -3.023172719482206
-0.34718306534307386 -40.338089552800035
-0.34239027237152353 32.995418246195726
-0.3340407282030734 -63.033576592065415
-0.3259918738282003 -10.295801476951842
-0.325241399454406 -5.341401004061954
-0.32506848575036706 -6.1744852347772285
-0.321578746189231 -8.840942309271831
-0.3149362059446885 -6.367109984993249
-0.30471737807865595 -24.304094590352285
-0.30273144663695467 -16.190623398230926
-0.2994765764320457 -14.324125492744411
-0.2938774091005136 -11.275398356929509
-0.2936598957330204 -14.364584881568678
-0.29009147990540485 14.915028268664031
-0.28413410956021184 -2.3253772162972384
-0.2619322268317378 -14.127542675334238
-0.2618557058093226 -12.764538019588079
-0.252452734824966 -43.97945308542488
-0.23828215856672522 -14.349479426797197
-0.2364799586101692 -13.065753116031217
-0.22642700639494695 3.1607280020379473
-0.22140900558473758 -4.715523683439732
-0.2077135267809763 0.6676308743286832
-0.2032271936123561 -16.054325336981655
-0.20149932257979655 -11.083242487921028
-0.2014464973685201 -13.056745438195117
-0.2007730004525843 -7.431796016716992
-0.20061891119006778 2.451278259235666
-0.19457491654398365 -14.027270351600201
-0.18547666317507772 -4.331154351992434
-0.1845805369256787 -8.245665653033432
-0.1672032954870136 -10.474131371504178
-0.1633769045513769 -12.674034428351037
-0.15246919732625092 -6.035846719986122
-0.1389749547405027 -9.938289745275794
-0.12698821710731412 -5.049317746646206
-0.0922420409872388 0.832046937474848
-0.08333587374590998 -11.541121800307954
-0.06827650720461137 -9.574130516161867
-0.06428048137296635 -2.4595512389080465
-0.04836805047530841 -9.621267979786824
-0.04574131964397832 -9.222725909494109
-0.03620789215806786 -2.6460372158728376
-0.03618065866584645 -5.664388167285112
-0.03600896774859173 0.5585584743306722
-0.03288156604334469 -5.679015096890714
-0.015846038739174048 -13.423028446890527
-0.01077163905535012 -6.566099525721095
-0.010281783177586871 -4.395822564794722
-0.004000337606541461 -11.72791848305412
0.0006370962739314368 -0.35214950406167844
0.00673676861558482 -6.829072289856075
0.00840649905810685 -4.518528685927711
0.00880594635372231 4.139275550158411
0.019708171033350125 0.9715207691522556
0.021219523176150695 -9.140554187116237
0.022455425270627907 -1.7861998620335164
0.028771128873677332 -4.171026864405037
0.03625435895229061 -4.487680446255646
0.05165519077387587 -12.06908092705481
0.062204553141118724 -2.5725210084616306
0.062325559706597936 -11.046599574061393
0.06419823229046888 -2.5604337936803185
0.08247938439454403 -0.3565517488714951
0.08329908381245228 -4.159639061342858
0.08472691499179263 -1.1118938666070601
0.09155947602838091 -3.6061264159195647
0.10152245430709887 15.130413451187481
0.10721456156473946 -8.569814234659848
0.10969924470681587 -12.761388540260958
0.11940551848017295 -2.5625619073021326
0.12884537929613304 -7.357541040503752
0.13394421435087728 -4.005163449346816
0.1393443869417057 -11.388862509103735
0.14527638643742125 -7.433104434229824
0.16079565700949672 -8.80699158635467
0.16258885599749073 -11.652099989040641
0.1673850112623671 -11.991962217727522
0.19592294678423983 1.377959174799158
0.19935433427999258 -8.052131746100054
0.2048770768626761 42.37999208730102
0.2070711881717857 -6.362416718966609
0.21597824044653163 -8.726558503471267
0.2200526543811443 -5.838936943028694
0.22624812750585804 -9.408418942545383
0.24887390569161594 -12.784613924166838
0.25047937579808743 -14.282482280705045
0.26408286727907215 -4.994610071019116
0.2761974594530687 -18.80779261788945
0.27741433618299155 5.429294379929139
0.2824900835222152 -7.7480670070479105
0.2986177286835269 -2.9306251741609906
0.2994938527474696 -4.715815671150971
0.30477999392598015 -10.9028405762075
0.30939735093340126 2.2676650548417
0.3103172941617059 -11.424640549842248
0.31501971299461407 -11.646241455616568
0.31958312392276783 -12.570774837745125
0.32568200857962715 -10.454098846095013
0.32815752373491935 -5.109544472148699
0.33444600119145484 -13.595211141455817
0.3376715478702939 -5.042679171039706
0.3657324734446148 -4.734671661916444
0.3768129960657187 -0.9627070325096301
0.3773166465988158 -4.430528115177647
0.38732463636570685 -5.652123123090383
0.3959563363629768 -3.2363456255096685
0.39814741223871547 -12.455160669883373
0.4014351854132125 -9.14501802441861
0.4074775823771859 -5.925096390006949
0.4096451706988761 -0.23383734043225957
0.41027859509708464 -4.626678758953822
0.4133453840375563 -9.488502580749795
0.4294005981342449 5.131090626603491
0.4340151840111033 -0.32408176428194846
0.4346878180382372 -0.5588101338618636
0.44254683130195216 -2.516493252673265
0.4453907998748834 -4.0670378337090805
0.4507789422634702 -40.14890044664935
0.45312158321848617 -5.394230023578954
0.4577989973199208 -6.0991564615999625
0.4579291434259157 -13.309766368213058
0.4651158314673158 5.495396444271034
0.4664938212938619 -2.992324573334101
0.47744372798014356 -0.5950444950533962
0.49123922898884864 -2.953061927802632
0.49255511662880974 -31.645330658900292
0.49648446828837184 -4.633545362341781
0.5069980942265434 -5.152478537196411
0.5082519044307711 20.556593354088594
0.5100248410300894 -7.225549694409059
0.5115265252505288 -3.001756272190934
0.5153988733800174 43.331464157558024
0.5166837294555063 -9.598210885642242
0.5378293860684082 0.90110954771969
0.5444637725458615 0.33541403360900945
0.5484285590066359 16.096913379121922
0.5547815800748331 1.0777273904809883
0.5638979971913434 -28.497237222660964
0.5643328960581665 1.5293904169063604
0.5793324653889704 -4.815513820421021
0.5854801737355686 -2.0768232139693907
0.5923935476682591 2.816317189734871
0.5970155354460545 3.4299022259583296
0.6054402134690526 3.8498856614450796
0.6101998585271744 4.065569058675285
0.61047757330227 -3.5009147747199436
0.6137050104065536 -1.4875406682039367
0.6277313413978994 -2.6087470751998336
0.6346565935993522 -8.674361682513343
0.6407119644800743 -1.638656408229561
0.6421985318659478 2.5036404335247893
0.6510652374935593 -4.5247068423637895
